SaleID,price
0,0.0
1,1.88
2,3.0
3,0.0
4,0.04
5,0.0
6,0.2
7,0.0
8,0.05
9,3.0
10,0.0
11,0.6
12,0.08
13,0.01
14,0.23000000000000004
15,0.04
16,0.01
17,2.0
18,1.01
19,2.95
20,0.0
21,3.0
22,0.0
23,2.55
24,0.02
25,0.0
26,0.38
27,0.0
28,0.0
29,0.34
30,0.07
31,0.02
32,0.56
33,0.0
34,0.02
35,0.02
36,0.02
37,0.0
38,0.19
39,0.35
40,0.02
41,0.0
42,0.07
43,0.02
44,0.01
45,0.02
46,0.0
47,1.61
48,3.0
49,0.0
50,0.51
51,0.0
52,2.0
53,2.0
54,0.05
55,0.0
56,0.0
57,0.0
58,0.02
59,0.0
60,0.02
61,0.42000000000000004
62,0.04
63,3.0
64,0.0
65,0.0
66,0.2
67,1.95
68,2.0
69,0.0
70,0.03
71,3.0
72,0.02
73,2.02
74,0.03
75,2.0
76,0.0
77,0.99
78,3.0
79,0.0
80,0.09
81,0.14
82,0.44000000000000006
83,0.05
84,1.98
85,0.04
86,0.23000000000000004
87,0.0
88,0.0
89,3.0
90,0.09
91,0.1
92,0.03
93,0.04
94,0.1
95,2.99
96,0.0
97,0.0
98,0.07
99,0.0
100,0.03
101,0.01
102,0.29
103,0.02
104,0.13
105,0.04
106,3.0
107,0.29
108,0.0
109,0.0
110,0.18
111,3.0
112,2.97
113,0.03
114,0.06
115,0.0
116,3.0
117,3.0
118,0.68
119,2.0
120,2.96
121,2.0
122,0.13
123,0.07
124,0.2
125,0.0
126,0.03
127,2.39
128,0.37
129,0.02
130,2.0
131,3.0
132,2.9
133,2.98
134,0.23000000000000004
135,0.0
136,3.0
137,0.02
138,0.0
139,3.0
140,0.9000000000000001
141,3.0
142,0.0
143,1.06
144,0.11000000000000001
145,0.04
146,0.0
147,1.8600000000000003
148,1.98
149,0.0
150,0.02
151,1.35
152,0.0
153,3.0
154,0.02
155,3.0
156,0.0
157,0.0
158,0.37
159,0.34
160,1.0
161,2.0
162,3.0
163,0.02
164,0.0
165,0.16
166,0.0
167,0.02
168,0.01
169,0.23000000000000004
170,0.05
171,0.07
172,0.02
173,0.0
174,0.0
175,0.04
176,2.95
177,2.97
178,0.13
179,0.0
180,3.0
181,3.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.99
188,2.0
189,0.0
190,0.0
191,0.08
192,0.04
193,1.19
194,0.01
195,0.9200000000000002
196,0.03
197,0.2
198,0.01
199,0.52
200,1.58
201,0.04
202,3.0
203,0.14
204,2.0
205,3.0
206,2.0
207,3.0
208,0.11000000000000001
209,1.64
210,1.98
211,3.0
212,1.0
213,0.14
214,1.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.05
220,2.0
221,0.03
222,0.1
223,0.0
224,0.71
225,0.0
226,0.29
227,0.0
228,0.04
229,2.0
230,2.0
231,1.77
232,0.0
233,0.0
234,0.02
235,0.08
236,0.0
237,3.0
238,0.01
239,0.0
240,0.01
241,2.01
242,2.0
243,0.01
244,2.0
245,0.03
246,0.35
247,0.21000000000000002
248,0.01
249,3.0
250,0.55
251,1.58
252,2.97
253,0.0
254,0.0
255,0.01
256,0.0
257,0.04
258,0.03
259,3.0
260,2.0
261,3.0
262,3.0
263,0.83
264,0.04
265,0.0
266,3.0
267,0.55
268,3.0
269,0.02
270,3.0
271,0.0
272,2.94
273,0.08
274,0.0
275,0.3
276,2.0
277,0.05
278,0.09
279,0.0
280,0.0
281,0.2
282,1.8200000000000003
283,0.43000000000000005
284,0.44000000000000006
285,0.03
286,2.0
287,0.0
288,0.0
289,1.47
290,2.99
291,0.01
292,0.05
293,0.02
294,0.0
295,0.0
296,1.98
297,0.0
298,3.0
299,0.09
300,0.0
301,0.0
302,0.07
303,0.04
304,0.11000000000000001
305,0.1
306,0.11000000000000001
307,0.0
308,0.11000000000000001
309,0.0
310,2.85
311,0.36
312,0.0
313,3.0
314,0.0
315,0.96
316,2.0
317,3.0
318,0.01
319,0.0
320,1.0
321,0.05
322,0.0
323,0.0
324,3.0
325,0.01
326,0.04
327,0.0
328,0.0
329,3.0
330,1.1
331,0.0
332,0.11000000000000001
333,0.0
334,0.0
335,0.0
336,0.26
337,0.0
338,0.1
339,0.01
340,0.05
341,0.0
342,0.0
343,0.9100000000000001
344,0.0
345,0.0
346,0.0
347,1.8600000000000003
348,0.1
349,0.01
350,0.03
351,2.97
352,0.01
353,0.0
354,0.0
355,3.0
356,2.97
357,0.0
358,0.1
359,0.0
360,0.06
361,0.0
362,0.0
363,0.0
364,0.37
365,0.75
366,1.98
367,0.0
368,0.0
369,1.59
370,0.03
371,0.02
372,0.1
373,0.0
374,1.69
375,0.0
376,0.98
377,0.28
378,0.02
379,2.83
380,0.14
381,0.02
382,0.06
383,3.0
384,2.0
385,1.08
386,0.06
387,0.0
388,0.03
389,0.1
390,1.8400000000000003
391,0.1
392,0.0
393,0.0
394,2.0
395,3.0
396,0.0
397,3.0
398,1.19
399,0.02
400,2.0
401,2.0
402,1.77
403,1.38
404,2.0
405,3.0
406,0.01
407,0.11000000000000001
408,0.12
409,0.05
410,0.0
411,1.96
412,0.0
413,3.0
414,2.0
415,0.09
416,2.0
417,3.0
418,0.03
419,0.0
420,3.0
421,3.0
422,0.02
423,3.0
424,1.96
425,0.0
426,0.07
427,0.04
428,0.0
429,0.0
430,0.0
431,1.18
432,0.0
433,0.0
434,0.14
435,2.0
436,0.04
437,3.0
438,0.0
439,2.21
440,3.0
441,0.01
442,0.24
443,2.0
444,3.0
445,3.0
446,0.41
447,1.77
448,0.02
449,0.03
450,0.97
451,0.0
452,0.01
453,1.0
454,0.01
455,0.0
456,0.0
457,0.0
458,0.52
459,0.01
460,3.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,2.0
467,2.97
468,0.13
469,3.0
470,0.03
471,3.0
472,0.21000000000000002
473,0.0
474,0.1
475,0.0
476,0.02
477,0.0
478,0.16
479,0.12
480,0.0
481,0.0
482,0.05
483,2.99
484,0.0
485,0.0
486,0.17
487,0.0
488,0.02
489,3.0
490,0.14
491,2.73
492,0.11000000000000001
493,0.1
494,0.0
495,1.91
496,2.0
497,2.01
498,1.96
499,1.0
500,0.01
501,0.0
502,2.0
503,3.0
504,3.0
505,0.0
506,0.0
507,0.02
508,0.02
509,3.0
510,0.0
511,0.0
512,0.0
513,0.13
514,0.0
515,0.23000000000000004
516,2.0
517,0.06
518,3.0
519,0.0
520,1.98
521,0.07
522,0.05
523,1.98
524,0.09
525,1.05
526,0.0
527,0.0
528,0.99
529,0.0
530,1.7400000000000002
531,2.0
532,0.02
533,3.0
534,0.08
535,2.18
536,3.0
537,0.04
538,1.43
539,1.58
540,0.02
541,3.0
542,2.0
543,3.0
544,0.0
545,1.92
546,0.0
547,0.02
548,0.0
549,0.0
550,3.0
551,0.44000000000000006
552,0.02
553,0.0
554,0.29
555,0.03
556,0.18
557,0.02
558,0.01
559,0.06
560,0.0
561,0.3
562,0.0
563,0.02
564,0.0
565,2.0
566,3.0
567,0.0
568,0.03
569,0.0
570,3.0
571,0.68
572,0.0
573,3.0
574,0.0
575,0.0
576,0.01
577,0.09
578,0.99
579,2.0
580,0.0
581,0.29
582,0.05
583,0.04
584,0.01
585,0.64
586,0.82
587,3.0
588,0.0
589,0.01
590,3.0
591,0.0
592,0.0
593,2.0
594,2.0
595,2.97
596,3.0
597,1.1
598,0.05
599,0.99
600,0.01
601,0.24
602,0.0
603,0.0
604,0.0
605,3.0
606,3.0
607,0.16
608,0.0
609,0.0
610,0.0
611,0.13
612,0.01
613,3.0
614,3.0
615,0.02
616,3.0
617,0.0
618,2.0
619,0.01
620,3.0
621,3.0
622,0.0
623,0.07
624,2.94
625,0.01
626,0.0
627,2.0
628,0.0
629,2.0
630,0.17
631,2.55
632,0.03
633,2.96
634,0.0
635,0.01
636,3.0
637,0.2
638,0.03
639,0.0
640,0.14
641,0.02
642,0.0
643,0.0
644,0.0
645,0.31
646,2.0
647,1.85
648,2.0
649,0.05
650,0.0
651,2.71
652,0.04
653,0.1
654,0.0
655,0.15
656,3.0
657,2.0
658,0.0
659,3.0
660,0.15
661,0.1
662,2.0
663,1.96
664,0.0
665,0.08
666,3.0
667,0.03
668,0.01
669,0.0
670,0.08
671,0.02
672,1.77
673,1.98
674,0.8
675,0.0
676,3.0
677,0.21000000000000002
678,0.0
679,1.14
680,0.21000000000000002
681,0.15
682,2.0
683,3.0
684,0.06
685,3.0
686,3.0
687,0.07
688,0.0
689,0.27
690,3.0
691,0.02
692,0.19
693,0.0
694,1.6
695,2.0
696,0.01
697,0.0
698,3.0
699,0.02
700,0.08
701,3.0
702,0.0
703,3.0
704,2.0
705,0.05
706,2.0
707,0.0
708,0.0
709,0.23000000000000004
710,2.0
711,0.0
712,0.0
713,0.0
714,0.01
715,0.03
716,3.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.02
722,3.0
723,0.27
724,0.01
725,0.01
726,0.14
727,0.1
728,2.0
729,0.03
730,0.01
731,0.09
732,1.0
733,2.0
734,0.13
735,0.0
736,0.04
737,0.25
738,0.06
739,3.0
740,3.0
741,0.1
742,0.01
743,0.02
744,0.0
745,0.8800000000000001
746,0.0
747,0.01
748,0.01
749,0.0
750,0.0
751,0.04
752,2.97
753,0.0
754,0.02
755,2.0
756,3.0
757,0.36
758,2.99
759,0.08
760,2.99
761,0.0
762,0.11000000000000001
763,0.04
764,2.0
765,0.02
766,2.65
767,3.0
768,2.0
769,0.0
770,1.95
771,0.0
772,0.0
773,2.0
774,0.71
775,2.99
776,0.06
777,3.0
778,0.83
779,0.01
780,3.0
781,0.01
782,0.01
783,3.0
784,2.1
785,0.04
786,3.0
787,3.0
788,2.0
789,0.01
790,0.0
791,3.0
792,0.0
793,3.0
794,0.97
795,0.67
796,3.0
797,3.0
798,0.04
799,0.07
800,0.02
801,3.0
802,3.0
803,0.0
804,0.01
805,2.97
806,1.94
807,3.0
808,0.0
809,3.0
810,2.35
811,0.42000000000000004
812,0.3
813,1.77
814,2.0
815,0.14
816,2.0
817,0.03
818,0.0
819,0.01
820,0.01
821,2.0
822,0.32
823,1.61
824,0.27
825,0.04
826,0.0
827,3.0
828,2.0
